update_index,emission_ms,gap_from_previous_ms,text,is_confirmed,confidence
82,119248.83210659027,1985.369086265564,"one, two, three, one, two, three, one, two, three,",0,0.8251591
83,128168.70903968811,8919.87693309784,"one two three one two three one",0,0.84830034
84,128850.42202472687,681.7129850387573,"three, one, two, three, one, two, three, one, two,",0,0.85502183
85,129483.10506343842,632.6830387115479,"one, two, three, one, two, three, one, two, three.",0,0.8810002
86,130134.9550485611,651.8499851226807,"two, three, one, two, three, one, two, three, one.",0,0.906548
87,130807.16705322266,672.2120046615601,"3, 1, 2, 3, 1, 2, 3, 1.",0,0.90532964
88,131518.52107048035,711.3540172576904,"one, two, three, one, two, three, one.",0,0.8819946
89,132196.30205631256,677.7809858322144,"One, two, three, one, two, three, one.",0,0.8974411
90,132878.47805023193,682.1759939193726,"3, 1, 2, 3, 1.",0,0.796417
91,134098.98006916046,1220.5020189285278,"one two three one",0,0.64889187
92,134632.99906253815,534.0189933776855,"two three one",0,0.61450535
93,135166.50700569153,533.5079431533813,"3, 1.",0,0.61850345
94,135644.78600025177,478.2789945602417,"one.",0,0.70212394
95,136149.8920917511,505.1060914993286,"[BLANK_AUDIO]",0,0.7737736
96,140721.2290763855,4571.336984634399,"you",0,0.5693725
97,141793.52700710297,1072.2979307174683,"(phone buzzing)",0,0.84897405
98,142240.8810853958,447.3540782928467,"on",0,0.72126436
99,142564.30506706238,323.42398166656494,"onto",1,0.5028494
