update_index,emission_ms,gap_from_previous_ms,text,is_confirmed,confidence
36,19335.677981376648,468.080997467041,"and so type",0,0.9504606
37,19895.656943321228,559.9789619445801,"and so type bra",0,0.87822676
38,20374.745965003967,479.08902168273926,"and so type rapidly",0,0.6392464
39,20916.16201400757,541.4160490036011,"and so type rapidly.",0,0.7106173
40,21438.258051872253,522.0960378646851,"and type rapidly.",0,0.6855218
41,21896.281957626343,458.02390575408936,"type rapidly",0,0.6123643
42,22902.102947235107,1005.8209896087646,"So type rapidly by select.",0,0.82630247
43,23388.756036758423,486.65308952331543,"type rapidly, vessels",0,0.82229537
44,24016.85905456543,628.1030178070068,"type rapidly, voice will speak at the end.",0,0.84154534
45,24492.522954940796,475.6639003753662,"rapidly, Vaisal's picking.",0,0.52846014
46,25066.37394428253,573.8509893417358,"Finally, Vaisal's pick end.",0,0.55083746
47,25700.89304447174,634.519100189209,"the pixels begin.",0,0.83096343
48,26268.697023391724,567.8039789199829,"I still speak and",0,0.8616306
49,26876.806020736694,608.1089973449707,"Weisels, pick and...",0,0.91960335
50,27492.19799041748,615.3919696807861,"I still speak and...",0,0.8632129
51,28043.898940086365,551.7009496688843,"Pick and nail.",0,0.77782595
52,28602.262020111084,558.3630800247192,"We can...",0,0.9380803
53,29211.640000343323,609.3779802322388,"and so",0,0.8370056
54,29703.12201976776,491.4820194244385,"Man, so what?",0,0.63954467
55,30196.385979652405,493.26395988464355,"Man, so what you can do?",0,0.5777382
56,30657.413959503174,461.02797985076904,"Man, so what you can do",0,0.7103833
57,31101.608991622925,444.195032119751,"And so what I can do",0,0.6845979
58,31570.16694545746,468.5579538345337,"and so what you can do so",0,0.7012782
59,32762.006998062134,1191.8400526046753,"So what you can do, so...",0,0.6437426
60,33125.259041786194,363.25204372406006,"what you can do.",0,0.65140265
61,33900.80797672272,775.5489349365234,"can do so make some noise.",0,0.62774736
62,34317.368030548096,416.5600538253784,"So, make some noise.",0,0.56676996
63,35193.61197948456,876.2439489364624,"to make some noise.",0,0.64667416
64,35669.6879863739,476.07600688934326,"I made some noise and",0,0.83621216
65,36054.556012153625,384.8680257797241,"and some noise and",0,0.5286662
66,36461.88497543335,407.3289632797241,"some noise and",0,0.66373086
67,36873.36003780365,411.4750623703003,"noise and a lot",0,0.44105753
68,37267.37999916077,394.0199613571167,"and also",0,0.6187292
69,38065.523982048035,798.1439828872681,"and also like",0,0.5989671
70,38478.01601886749,412.492036819458,"and also like me",0,0.6100214
71,38905.014991760254,426.99897289276123,"and also like making",0,0.74484146
72,39348.20604324341,443.1910514831543,"and also like making them",0,0.6295732
73,39775.81000328064,427.60396003723145,"and also making the",0,0.4473424
74,40229.50196266174,453.6919593811035,"also like making them that you get",0,0.45482624
75,40659.53993797302,430.0379753112793,"also making the notifications",0,0.51424897
76,41117.761969566345,458.22203159332275,"So it's like making the notifications",0,0.5895
77,41552.12604999542,434.36408042907715,"like making the notifications sound",0,0.59658146
78,41985.18204689026,433.0559968948364,"making the notifications sound.",0,0.6247314
79,42856.99903964996,871.8169927597046,"and then the notifications found.",0,0.5829951
80,43289.15500640869,432.155966758728,"and the notification sound.",0,0.49463597
81,43706.223011016846,417.0680046081543,"sound and then",0,0.55643076
82,45098.1730222702,1391.950011253357,"and then",0,0.4822006
83,45925.85599422455,827.6829719543457,"and then so",0,0.5764017
84,46351.282954216,425.4269599914551,"and then so it",0,0.69670975
85,46777.28796005249,426.0050058364868,"and then so it's",0,0.7542226
86,47598.551988601685,821.2640285491943,"So it's",0,0.69273674
87,48028.86497974396,430.31299114227295,"so it's like",0,0.81645954
88,48884.23502445221,855.370044708252,"So it's like",0,0.8033374
89,50182.78694152832,1298.5519170761108,"It's like...",0,0.6868044
90,50629.57298755646,446.7860460281372,"like",0,0.79317665
91,52475.59201717377,1846.0190296173096,"[BLANK_AUDIO]",0,0.81422424
92,52910.488963127136,434.89694595336914,"you",0,0.59212303
93,54658.002972602844,1747.514009475708,"Okay",0,0.7765406
94,55052.72603034973,394.7230577468872,"Okay, I",0,0.5751044
95,55490.89598655701,438.1699562072754,"Okay, I think that's it.",0,0.6121636
96,59213.57595920563,3722.6799726486206,"I think that's it.",0,0.9414465
97,59690.95599651337,477.38003730773926,"I think that's it.",1,0.9046046
