update_index,emission_ms,gap_from_previous_ms,text,is_confirmed,confidence
39,18435.5890750885,403.9320945739746,"fall back behavior in the option A is",0,0.6776969
40,18820.059061050415,384.46998596191406,"behavior in the option A is rejected.",0,0.6615672
41,19199.007987976074,378.9489269256592,"behavior in option A is rejected.",0,0.8106098
42,19962.074995040894,763.0670070648193,"the behavior in option A is rejected.",0,0.73811054
43,20337.17107772827,375.09608268737793,"in option A is rejected.",0,0.74646366
44,20696.612000465393,359.4409227371216,"option A is rejected.",0,0.6991369
45,21084.397077560425,387.78507709503174,"option A is rejected. Manifest",0,0.7288271
46,21467.254996299744,382.85791873931885,"A is rejected. Manifest.",0,0.7978891
47,21844.53797340393,377.282977104187,"is rejected. Manifest.",0,0.7370721
48,22190.141081809998,345.6031084060669,"Manifest.",0,0.55107534
49,22551.351070404053,361.2099885940552,"Manifest, Speech 1",0,0.49930772
50,22935.508012771606,384.1569423675537,"manifest, speech want, speech want.",0,0.45252958
51,23303.11405658722,367.6060438156128,"manifest, speech want, speech",0,0.604915
52,23662.8680229187,359.75396633148193,"manifest speech want speech and",0,0.66135055
53,24034.430980682373,371.5629577636719,"speech one, speech and as well as",0,0.48437035
54,24388.537049293518,354.106068611145,"speech one, speech and assumes",0,0.5515186
55,24775.716066360474,387.17901706695557,"Speech want, speech and assumes complete.",0,0.54373175
56,25163.504004478455,387.78793811798096,"speech want, speech and assumes continuous.",0,0.6807102
57,25529.785990715027,366.28198623657227,"Each one speech and assumes continues.",0,0.6619048
58,25918.408036231995,388.6220455169678,"""speech and assumes continuous"".",0,0.5023669
59,26275.377988815308,356.969952583313,"speech and assumes continuous.",0,0.6296658
60,26651.68607234955,376.3080835342407,"Each end assumes continuous records.",0,0.73855126
61,27020.465970039368,368.77989768981934,"and assumes continuous record stop.",0,0.78617793
62,27462.3019695282,441.83599948883057,"as used continuous.",0,0.9043921
63,27857.048988342285,394.7470188140869,"continuous. Record stopwatch times",0,0.53913623
64,28183.744072914124,326.6950845718384,"Continuous.",0,0.5326194
65,28557.49499797821,373.7509250640869,"Record stopwatch time to time for each",0,0.51627004
66,28967.941999435425,410.44700145721436,"record stopwatch time to time for each transaction.",0,0.6908753
67,29367.449045181274,399.5070457458496,"record stopwatch time to time for each translation.",0,0.759166
68,29779.64997291565,412.200927734375,"Record stopwatch time to time for each translation.",0,0.8267925
69,30168.9590215683,389.3090486526489,"stopwatch time to time for each translation.",0,0.8067455
70,30570.338010787964,401.3789892196655,"watch time to time for each translation.",0,0.7886036
71,30949.037075042725,378.69906425476074,"time to time for each translation.",0,0.7827523
72,31324.91707801819,375.88000297546387,"time for each translation. Example",0,0.7531399
73,31698.238015174866,373.32093715667725,"for each translation. Example manifest",0,0.74213994
74,32054.000973701477,355.7629585266113,"each translation. Example manifest",0,0.59529346
75,32417.458057403564,363.4570837020874,"translation. Example manifest row",0,0.53136086
76,32754.32801246643,336.8699550628662,"Example manifest row",0,0.5286277
77,33098.21808338165,343.89007091522217,"example manifest row 1",0,0.6022606
78,33446.66004180908,348.4419584274292,"Example manifest row 1",0,0.48625162
79,33786.771059036255,340.11101722717285,"example manifest row once",0,0.45010415
80,34141.55304431915,354.78198528289795,"sample manifest row once and",0,0.5553874
81,34482.57398605347,341.02094173431396,"Fast row once and",0,0.5304328
82,34851.996064186096,369.4220781326294,"just throw once and once.",0,0.59487206
83,35211.66801452637,359.671950340271,"row once and once.",0,0.7135052
84,35573.67205619812,362.00404167175293,"once and once",0,0.52459556
85,35929.87906932831,356.207013130188,"once and once set",0,0.5887103
86,36282.432079315186,352.55300998687744,"once and once set and",0,0.682903
87,36619.79699134827,337.36491203308105,"and one set and",0,0.71163815
88,38003.98004055023,1384.1830492019653,"one set and",0,0.6463497
89,38334.527015686035,330.5469751358032,"set and",0,0.59472406
90,38646.5619802475,312.0349645614624,"and",0,0.44595316
91,38964.727997779846,318.16601753234863,"And...",0,0.6426381
92,39652.62508392334,687.8970861434937,"[BLANK_AUDIO]",0,0.75974697
93,39964.505076408386,311.8799924850464,"you",0,0.5879
94,40324.39601421356,359.8909378051758,"[BLANK_AUDIO]",0,0.76360226
95,40635.04707813263,310.6510639190674,"you",0,0.5835584
96,41945.30200958252,1310.2549314498901,"[BLANK_AUDIO]",0,0.7268812
97,42311.342000961304,366.0399913787842,".",0,0.9259143
98,42641.82198047638,330.4799795150757,"Thank you.",0,0.6646606
99,42972.07498550415,330.253005027771,"Thank you.",1,0.6646606
